subject_id	subject_label	subject_type	subject_category	predicate_id	object_id	object_type	object_category	object_label	comment	author_id	mapping_provider	mapping_date
ac:subtypeLiteral	Subtype Literal	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:subtypeLiteral	rdf property	ac:Media	Subtype Literal		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:comments	Comments	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:comments	rdf property	ac:Media	Comments		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:accessURI	Access URI	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:accessURI	rdf property	ac:Media	Access URI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:format	Format	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:format	rdf property	ac:Media	Format		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:available	Available	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:available	rdf property	ac:Media	Available		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:subjectCategorySource	Subject Category Source	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:subjectCategorySource	rdf property	ac:Media	Subject Category Source		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:tag	Tag	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:tag	rdf property	ac:Media	Tag		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:created	Create Date	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	xap:CreateDate	rdf property	ac:Media	Original Date and Time		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:subjectOrientationIRI	Subject Orientation IRI	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:subjectOrientationIRI	rdf property	ac:Media	Subject Orientation IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:subjectOrientationLiteral	Subject Orientation Literal	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:subjectOrientationLiteral	rdf property	ac:Media	Subject Orientation Literal		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:subjectPartIRI	Subject Part IRI	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:subjectPartIRI	rdf property	ac:Media	Subject Part IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:subjectPartLiteral	Subject Part Literal	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:subjectPartLiteral	rdf property	ac:Media	Subject Part Literal		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:frameRate	Frame Rate	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:frameRate	rdf property	ac:Media	Frame Rate		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:resourceCreationTechnique	Resource Creation Technique	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:resourceCreationTechnique	rdf property	ac:Media	Resource Creation Technique		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:timeOfDay	Time Of Day	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:timeOfDay	rdf property	ac:Media	Time Of Day		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:captureDevice	Capture Device	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:captureDevice	rdf property	ac:Media	Capture Device		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:modified	Modified	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	dcterms:modified	rdf property	ac:Media	Modified		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:variantLiteral	Variant Literal	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:variantLiteral	rdf property	ac:Media	Variant Literal		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:variantIRI	Variant IRI	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:variantIRI	rdf property	ac:Media	Variant IRI		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
ac:variantDescription	Variant Description	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	ac:variantDescription	rdf property	ac:Media	Variant Description		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
exif:pixelXDimension	Pixel X Dimension	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	exif:pixelXDimension	rdf property	ac:Media	Pixel X Dimension		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
exif:pixelYDimension	Pixel Y Dimension	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	exif:pixelYDimension	rdf property	ac:Media	Pixel Y Dimension		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:rights	Rights	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#broadMatch	dc:rights	rdf property	dwc:UsagePolicy	Rights		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
xmprights:usageTerms	Usage Terms	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	xmprights:UsageTerms	rdf property	dwc:UsagePolicy	Usage Terms		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
xmprights:webStatement	Web Statement	rdf property	ods:Media	http://www.w3.org/2004/02/skos/core#exactMatch	xmprights:webStatement	rdf property	dwc:UsagePolicy	Web Statement		https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
dcterms:identifier	Identifier	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#narrowMatch	xmprights:owner	rdf property	dwc:UsagePolicy	Owner	Agent retrieved which has role `rights-owner`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
schema:name	Name	rdf property	ods:Agent	http://www.w3.org/2004/02/skos/core#narrowMatch	xmprights:ownerID	rdf property	dwc:UsagePolicy	OwnerID	Agent retrieved which has role `rights-owner`	https://orcid.org/0000-0002-5669-2769	https://dissco.eu	2025-10-07
